Gene symbol,Official name,tissue
MST1R,macrophage stimulating 1 receptor,tub
MT1F,metallothionein 1F,tub
MT1G,metallothionein 1G,tub
MT1H,metallothionein 1H,tub
MT1HL1,metallothionein 1H like 1,tub
MT1X,metallothionein 1X,tub
MT2A,metallothionein 2A,tub
MT3,metallothionein 3,tub
MTA2,metastasis associated 1 family member 2,tub
MTARC2,mitochondrial amidoxime reducing component 2,tub
MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,tub
MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8,tub
MT-CO1,mitochondrially encoded cytochrome c oxidase I,tub
MT-CO2,mitochondrially encoded cytochrome c oxidase II,tub
MT-CO3,mitochondrially encoded cytochrome c oxidase III,tub
MT-CYB,mitochondrially encoded cytochrome b,tub
MTFMT,mitochondrial methionyl-tRNA formyltransferase,tub
MTFR1,mitochondrial fission regulator 1,tub
MTFR1L,mitochondrial fission regulator 1 like,tub
MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,tub
MTHFD2,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2. methenyltetrahydrofolatecyclohydrolase,glom
MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,tub
MTHFS,methenyltetrahydrofolate synthetase,tub
MTLN,mitoregulin,tub
MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,tub
MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,tub
MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,tub
MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,tub
MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,tub
MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,tub
MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,tub
MTO1,mitochondrial tRNA translation optimization 1,tub
MTPAP,mitochondrial poly(A) polymerase,glom
MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,tub
MTRF1,mitochondrial translation release factor 1,tub
MTRNR2L1,MT-RNR2 like 1,tub
MTRNR2L10,MT-RNR2 like 10,tub
MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,tub
MTSS1,MTSS1. I-BAR domain containing,glom
MTTP,microsomal triglyceride transfer protein,tub
MTURN,maturin. neural progenitor differentiation regulator homolog,tub
MTX2,metaxin 2,tub
MUM1,melanoma associated antigen (mutated) 1,glom
MUT,methylmalonyl-CoA mutase,tub
MVP,major vault protein,glom
MX1,MX dynamin like GTPase 1,tub
MX2,MX dynamin like GTPase 2,tub
MXD1,MAX dimerization protein 1,tub
MXI1,MAX interactor 1. dimerization protein,tub
MXRA7,matrix remodeling associated 7,glom
MYADM,myeloid associated differentiation marker,glom
MYBBP1A,MYB binding protein 1a,tub
MYBL1,MYB proto-oncogene like 1,tub
MYCL,MYCL proto-oncogene. bHLH transcription factor,tub
MYDGF,myeloid derived growth factor,glom
MYH3,myosin heavy chain 3,glom
MYH8,myosin heavy chain 8,tub
MYL9,myosin light chain 9,glom
MYLIP,myosin regulatory light chain interacting protein,glom
MYLK,myosin light chain kinase,tub
MYNN,myoneurin,tub
MYO1C,myosin IC,tub
MYO1E,myosin IE,glom
MYO1F,myosin IF,tub
MYO1G,myosin IG,tub
MYO3A,myosin IIIA,tub
MYO5A,myosin VA,tub
MYO5B,myosin VB,glom
MYO7A,myosin VIIA,tub
MYO9B,myosin IXB,tub
MYOM1,myomesin 1,glom
MYOZ1,myozenin 1,glom
MYOZ2,myozenin 2,tub
MYPOP,Myb related transcription factor. partner of profilin,tub
MYRF,myelin regulatory factor,tub
MZB1,marginal zone B and B1 cell specific protein,tub
MZT1,mitotic spindle organizing protein 1,tub
NAA20,N(alpha)-acetyltransferase 20. NatB catalytic subunit,tub
NAA30,N(alpha)-acetyltransferase 30. NatC catalytic subunit,tub
NAA38,N(alpha)-acetyltransferase 38. NatC auxiliary subunit,tub
NAALADL1,N-acetylated alpha-linked acidic dipeptidase like 1,tub
NAGK,N-acetylglucosamine kinase,tub
NAGS,N-acetylglutamate synthase,tub
NAIF1,nuclear apoptosis inducing factor 1,tub
NAP1L5,nucleosome assembly protein 1 like 5,tub
NAPG,NSF attachment protein gamma,tub
NAPRT,nicotinate phosphoribosyltransferase,tub
NAT14,N-acetyltransferase 14 (putative),tub
NAT8B,N-acetyltransferase 8B (putative. gene/pseudogene),tub
NAV1,neuron navigator 1,tub
NAV3,neuron navigator 3,tub
NAXE,NAD(P)HX epimerase,tub
NBEA,neurobeachin,tub
NBPF11,NBPF member 11,tub
NBPF15,NBPF member 15,tub
NBPF19,NBPF member 19,tub
NBPF26,NBPF member 26,tub
NBPF9,NBPF member 9,tub
NCAM1,neural cell adhesion molecule 1,tub
NCAPG2,non-SMC condensin II complex subunit G2,tub
NCEH1,neutral cholesterol ester hydrolase 1,tub
NCF2,neutrophil cytosolic factor 2,tub
NCK2,NCK adaptor protein 2,glom
NCKAP5,NCK associated protein 5,glom
NCMAP,non-compact myelin associated protein,tub
NCOA1,nuclear receptor coactivator 1,glom
NCOA3,nuclear receptor coactivator 3,tub
NCOA5,nuclear receptor coactivator 5,tub
NCOA7,nuclear receptor coactivator 7,tub
NCOR2,nuclear receptor corepressor 2,glom
NDC80,NDC80. kinetochore complex component,tub
NDE1,nudE neurodevelopment protein 1,tub
NDEL1,nudE neurodevelopment protein 1 like 1,tub
NDFIP1,Nedd4 family interacting protein 1,tub
NDFIP2,Nedd4 family interacting protein 2,tub
NDN,necdin. MAGE family member,glom
NDRG2,NDRG family member 2,glom
NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,tub
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,tub
NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,tub
NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,tub
NDUFA4,NDUFA4. mitochondrial complex associated,tub
NDUFA4L2,NDUFA4. mitochondrial complex associated like 2,tub
NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,tub
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,tub
NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,tub
NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,tub
NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,tub
NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,tub
NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,tub
NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5,tub
NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,tub
NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,tub
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,tub
NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,tub
NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,tub
NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,tub
NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,tub
NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,tub
NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,tub
NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,tub
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,tub
NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,tub
NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,tub
NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,tub
NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,tub
NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,tub
NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,tub
NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,tub
NECAB1,N-terminal EF-hand calcium binding protein 1,glom
NECAB2,N-terminal EF-hand calcium binding protein 2,tub
NECAB3,N-terminal EF-hand calcium binding protein 3,tub
NECAP1,NECAP endocytosis associated 1,tub
NECAP2,NECAP endocytosis associated 2,tub
NECTIN2,nectin cell adhesion molecule 2,glom
NEDD4L,neural precursor cell expressed. developmentally down-regulated 4-like. E3 ubiquitin protein ligase,tub
NEDD9,neural precursor cell expressed. developmentally down-regulated 9,glom
NEFM,neurofilament medium,tub
NEGR1,neuronal growth regulator 1,tub
NEK6,NIMA related kinase 6,glom
NEK8,NIMA related kinase 8,tub
NELL1,neural EGFL like 1,tub
NEMF,nuclear export mediator factor,glom
NENF,neudesin neurotrophic factor,tub
NES,nestin,glom
NET1,neuroepithelial cell transforming 1,tub
NETO2,neuropilin and tolloid like 2,tub
NEURL1B,neuralized E3 ubiquitin protein ligase 1B,tub
NEURL4,neuralized E3 ubiquitin protein ligase 4,tub
NF2,neurofibromin 2,glom
NFAM1,NFAT activating protein with ITAM motif 1,tub
NFASC,neurofascin,glom
NFATC1,nuclear factor of activated T cells 1,glom
NFATC4,nuclear factor of activated T cells 4,tub
NFE2,nuclear factor. erythroid 2,tub
NFIC,nuclear factor I C,glom
NFIX,nuclear factor I X,tub
NFKBIE,NFKB inhibitor epsilon,tub
NFKBIZ,NFKB inhibitor zeta,tub
NFS1,NFS1. cysteine desulfurase,tub
NGF,nerve growth factor,glom
NGFR,nerve growth factor receptor,tub
NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,tub
NHLRC2,NHL repeat containing 2,tub
NHSL1,NHS like 1,glom
NIN,ninein,tub
NIPAL1,NIPA like domain containing 1,tub
NIPAL2,NIPA like domain containing 2,tub
NIPAL3,NIPA like domain containing 3,tub
NIPBL,NIPBL. cohesin loading factor,glom
NIPSNAP2,nipsnap homolog 2,glom
NIT1,nitrilase 1,tub
NIT2,nitrilase family member 2,tub
NKD1,naked cuticle homolog 1,glom
NKG7,natural killer cell granule protein 7,tub
NKIRAS1,NFKB inhibitor interacting Ras like 1,tub
NKTR,natural killer cell triggering receptor,glom
NLGN2,neuroligin 2,glom
NLGN4X,neuroligin 4 X-linked,tub
NLK,nemo like kinase,glom
NLN,neurolysin,tub
NLRC3,NLR family CARD domain containing 3,tub
NLRC4,NLR family CARD domain containing 4,tub
NLRC5,NLR family CARD domain containing 5,tub
NLRP3,NLR family pyrin domain containing 3,tub
NLRX1,NLR family member X1,tub
NMI,N-myc and STAT interactor,tub
NMT2,N-myristoyltransferase 2,tub
NMUR1,neuromedin U receptor 1,tub
NNT,nicotinamide nucleotide transhydrogenase,glom
NOCT,nocturnin,tub
NOD1,nucleotide binding oligomerization domain containing 1,tub
NOL3,nucleolar protein 3,glom
NOL8,nucleolar protein 8,tub
NOP16,NOP16 nucleolar protein,tub
NOS1AP,nitric oxide synthase 1 adaptor protein,glom
NOV,nephroblastoma overexpressed,tub
NPAS3,neuronal PAS domain protein 3,glom
NPDC1,neural proliferation. differentiation and control 1,tub
NPHP3,nephrocystin 3,glom
NPLOC4,NPL4 homolog. ubiquitin recognition factor,tub
NPM2,nucleophosmin/nucleoplasmin 2,tub
NPNT,nephronectin,glom
NPR1,natriuretic peptide receptor 1,glom
NPTXR,neuronal pentraxin receptor,tub
NPY5R,neuropeptide Y receptor Y5,tub
NQO2,N-ribosyldihydronicotinamide:quinone reductase 2,tub
NR0B2,nuclear receptor subfamily 0 group B member 2,tub
NR1I3,nuclear receptor subfamily 1 group I member 3,tub
NR2F2,nuclear receptor subfamily 2 group F member 2,tub
NR3C2,nuclear receptor subfamily 3 group C member 2,glom
NR5A2,nuclear receptor subfamily 5 group A member 2,tub
NRARP,NOTCH regulated ankyrin repeat protein,glom
NRAS,NRAS proto-oncogene. GTPase,glom
NRBF2,nuclear receptor binding factor 2,tub
NRCAM,neuronal cell adhesion molecule,tub
NRG1,neuregulin 1,tub
NRG4,neuregulin 4,glom
NRGN,neurogranin,glom
NRIP3,nuclear receptor interacting protein 3,tub
NRM,nurim,tub
NRP1,neuropilin 1,tub
NRP2,neuropilin 2,tub
NRXN1,neurexin 1,glom
NSA2,NSA2. ribosome biogenesis homolog,tub
NSD1,nuclear receptor binding SET domain protein 1,tub
NSD2,nuclear receptor binding SET domain protein 2,tub
NSG1,neuronal vesicle trafficking associated 1,tub
NSMAF,neutral sphingomyelinase activation associated factor,tub
NSRP1,nuclear speckle splicing regulatory protein 1,glom
NT5C1A,5'-nucleotidase. cytosolic IA,tub
NT5DC1,5'-nucleotidase domain containing 1,tub
NTM,neurotrimin,tub
NTN1,netrin 1,tub
NTNG2,netrin G2,glom
NTRK2,neurotrophic receptor tyrosine kinase 2,tub
NUAK1,NUAK family kinase 1,tub
NUB1,negative regulator of ubiquitin like proteins 1,tub
NUDCD2,NudC domain containing 2,tub
NUDT1,nudix hydrolase 1,tub
NUDT10,nudix hydrolase 10,tub
NUDT12,nudix hydrolase 12,tub
NUDT13,nudix hydrolase 13,tub
NUDT16,nudix hydrolase 16,tub
NUDT17,nudix hydrolase 17,tub
NUDT6,nudix hydrolase 6,tub
NUDT7,nudix hydrolase 7,tub
NUDT8,nudix hydrolase 8,tub
NUGGC,nuclear GTPase. germinal center associated,tub
NUMBL,NUMB like. endocytic adaptor protein,tub
NUP107,nucleoporin 107,tub
NUP133,nucleoporin 133,tub
NUP153,nucleoporin 153,tub
NUP62,nucleoporin 62,tub
NUP85,nucleoporin 85,tub
NUPR1,nuclear protein 1. transcriptional regulator,glom
NUPR2,nuclear protein 2. transcriptional regulator,tub
NXN,nucleoredoxin,tub
NXPE3,neurexophilin and PC-esterase domain family member 3,tub
NXPH2,neurexophilin 2,tub
NYNRIN,NYN domain and retroviral integrase containing,tub
OAS1,2'-5'-oligoadenylate synthetase 1,tub
OAS2,2'-5'-oligoadenylate synthetase 2,tub
OAS3,2'-5'-oligoadenylate synthetase 3,tub
OAT,ornithine aminotransferase,tub
OCEL1,occludin/ELL domain containing 1,tub
OCIAD1,OCIA domain containing 1,tub
OCIAD2,OCIA domain containing 2,tub
ODAM,odontogenic. ameloblast associated,tub
ODF3B,outer dense fiber of sperm tails 3B,tub
ODF3L1,outer dense fiber of sperm tails 3 like 1,tub
OGFRL1,opioid growth factor receptor like 1,tub
OGN,osteoglycin,tub
OLAH,oleoyl-ACP hydrolase,glom
OLFM1,olfactomedin 1,tub
OLFML1,olfactomedin like 1,tub
OLFML2A,olfactomedin like 2A,glom
OLFML2B,olfactomedin like 2B,tub
OLFML3,olfactomedin like 3,tub
OLIG1,oligodendrocyte transcription factor 1,tub
OMD,osteomodulin,tub
OPCML,opioid binding protein/cell adhesion molecule like,tub
ORAI2,ORAI calcium release-activated calcium modulator 2,tub
ORC1,origin recognition complex subunit 1,tub
ORC5,origin recognition complex subunit 5,glom
ORC6,origin recognition complex subunit 6,tub
OSBPL5,oxysterol binding protein like 5,tub
OSBPL6,oxysterol binding protein like 6,tub
OSBPL7,oxysterol binding protein like 7,tub
OSCP1,organic solute carrier partner 1,tub
OSER1,oxidative stress responsive serine rich 1,tub
OSGEP,O-sialoglycoprotein endopeptidase,tub
OSMR,oncostatin M receptor,tub
OSR1,odd-skipped related transciption factor 1,tub
OSTC,oligosaccharyltransferase complex non-catalytic subunit,glom
OTUB2,OTU deubiquitinase. ubiquitin aldehyde binding 2,tub
OTUD3,OTU deubiquitinase 3,tub
OTUD7B,OTU deubiquitinase 7B,glom
OVOL1,ovo like transcriptional repressor 1,tub
OXA1L,OXA1L. mitochondrial inner membrane protein,tub
OXCT1,3-oxoacid CoA-transferase 1,tub
OXER1,oxoeicosanoid receptor 1,tub
OXT,oxytocin/neurophysin I prepropeptide,tub
OXTR,oxytocin receptor,tub
P2RX1,purinergic receptor P2X 1,tub
P2RX7,purinergic receptor P2X 7,tub
P2RY13,purinergic receptor P2Y13,tub
P2RY14,purinergic receptor P2Y14,tub
P3H1,prolyl 3-hydroxylase 1,tub
P3H3,prolyl 3-hydroxylase 3,tub
P4HA1,prolyl 4-hydroxylase subunit alpha 1,tub
P4HA2,prolyl 4-hydroxylase subunit alpha 2,tub
PABPC5,poly(A) binding protein cytoplasmic 5,tub
PABPN1,poly(A) binding protein nuclear 1,glom
PACRG,parkin coregulated,tub
PACRGL,parkin coregulated like,tub
PACS1,phosphofurin acidic cluster sorting protein 1,tub
PACSIN1,protein kinase C and casein kinase substrate in neurons 1,tub
PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,glom
PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,tub
PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,tub
PAH,phenylalanine hydroxylase,tub
PAK1,p21 (RAC1) activated kinase 1,glom
PAK3,p21 (RAC1) activated kinase 3,tub
PAK5,p21 (RAC1) activated kinase 5,tub
PALD1,phosphatase domain containing. paladin 1,tub
PALM,paralemmin,tub
PAMR1,peptidase domain containing associated with muscle regeneration 1,tub
PANK1,pantothenate kinase 1,tub
PANX2,pannexin 2,tub
PAPLN,papilin. proteoglycan like sulfated glycoprotein,tub
PAQR4,progestin and adipoQ receptor family member 4,tub
PAQR5,progestin and adipoQ receptor family member 5,tub
PAQR8,progestin and adipoQ receptor family member 8,tub
PARD3B,par-3 family cell polarity regulator beta,glom
PARD6A,par-6 family cell polarity regulator alpha,tub
PARD6B,par-6 family cell polarity regulator beta,tub
PARD6G,par-6 family cell polarity regulator gamma,glom
PARM1,prostate androgen-regulated mucin-like protein 1,glom
PARP1,poly(ADP-ribose) polymerase 1,tub
PARP14,poly(ADP-ribose) polymerase family member 14,tub
PARP2,poly(ADP-ribose) polymerase 2,tub
PARP4,poly(ADP-ribose) polymerase family member 4,glom
PARP8,poly(ADP-ribose) polymerase family member 8,tub
PARP9,poly(ADP-ribose) polymerase family member 9,tub
PARPBP,PARP1 binding protein,tub
PARVA,parvin alpha,tub
PARVG,parvin gamma,tub
PATL2,PAT1 homolog 2,tub
PAWR,pro-apoptotic WT1 regulator,glom
PBLD,phenazine biosynthesis like protein domain containing,tub
PBX4,PBX homeobox 4,tub
PCARE,photoreceptor cilium actin regulator,glom
PCBD2,pterin-4 alpha-carbinolamine dehydratase 2,tub
PCBP2,poly(rC) binding protein 2,tub
PCBP4,poly(rC) binding protein 4,tub
PCDH10,protocadherin 10,tub
PCDH9,protocadherin 9,tub
PCED1A,PC-esterase domain containing 1A,tub
PCGF1,polycomb group ring finger 1,tub
PCGF5,polycomb group ring finger 5,tub
PCK1,phosphoenolpyruvate carboxykinase 1,tub
PCK2,phosphoenolpyruvate carboxykinase 2. mitochondrial,tub
PCLAF,PCNA clamp associated factor,tub
PCM1,pericentriolar material 1,glom
PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,glom
PCMTD2,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2,glom
PCNX2,pecanex 2,tub
PCSK1,proprotein convertase subtilisin/kexin type 1,tub
PCSK7,proprotein convertase subtilisin/kexin type 7,tub
PCTP,phosphatidylcholine transfer protein,glom
PCYT2,phosphate cytidylyltransferase 2. ethanolamine,tub
PDCD11,programmed cell death 11,tub
PDCD1LG2,programmed cell death 1 ligand 2,tub
PDCD4,programmed cell death 4,tub
PDE10A,phosphodiesterase 10A,tub
PDE11A,phosphodiesterase 11A,tub
PDE12,phosphodiesterase 12,tub
PDE1B,phosphodiesterase 1B,tub
PDE1C,phosphodiesterase 1C,tub
PDE4A,phosphodiesterase 4A,tub
